"return" "time"
"390" 0.0166144734241198 1996-07-17
"391" 0.0231525744966274 1996-07-18
"392" -0.00682910052158591 1996-07-19
"393" -0.00227260012558478 1996-07-22
"394" -0.00455558528443867 1996-07-23
"395" 0.000293407613951351 1996-07-24
"396" 0.0164232520677579 1996-07-25
"397" 0.00784810160689072 1996-07-26
"398" -0.00841685456207429 1996-07-29
"399" 0.0175540184796855 1996-07-30
"400" 0.0112359548810551 1996-07-31
"401" 0.0115038937423568 1996-08-01
"402" 0.0314563569783245 1996-08-02
"403" -0.0115641411979494 1996-08-05
"404" 0.00168691281384318 1996-08-06
"405" 0.000434547226677344 1996-08-07
"406" 0.00521288337907391 1996-08-08
"407" 0.00826487958814919 1996-08-09
"408" 0.00600054248859528 1996-08-12
"409" 0.00101190713624108 1996-08-13
"410" 0.0013300523592403 1996-08-14
"411" 0.00685405095462078 1996-08-15
"412" 0.0118733654938041 1996-08-16
"413" 0.00615383337264013 1996-08-19
"414" 0.00570156721170131 1996-08-20
"415" 0.000257685814913978 1996-08-21
"416" 0.013705667848229 1996-08-22
"417" -0.0107247929094012 1996-08-23
"418" 0.00102759394124019 1996-08-26
"419" 0.000718568894738214 1996-08-27
"420" -0.00297485105987398 1996-08-28
"421" -0.0125006010223604 1996-08-29
"422" -0.0363617352079762 1996-08-30
"423" 0.00151367877409733 1996-09-03
"424" -0.00118754163107978 1996-09-04
"425" -0.0122676062676693 1996-09-05
"426" 0.0182195900197773 1996-09-06
"427" 0.00736163694284841 1996-09-09
"428" 0.00234705525072081 1996-09-10
"429" 0.00750357266872723 1996-09-11
"430" 0.00808156971605706 1996-09-12
"431" 0.0148283913661103 1996-09-13
"432" 0.00614415854619474 1996-09-16
"433" -0.0151382661714127 1996-09-17
"434" -0.00260530301838797 1996-09-18
"435" -0.00464941741739122 1996-09-19
"436" -0.00152207319672001 1996-09-20
"437" 0.0109861258772217 1996-09-23
"438" 0.000363968882809746 1996-09-24
"439" 0.00930350393052438 1996-09-25
"440" 0.00756991051268244 1996-09-26
"441" 0.00362874217941439 1996-09-27
"442" -0.00162959857900011 1996-09-30
"443" 0.00642697408399105 1996-10-01
"444" 0.00415589828167061 1996-10-02
"445" -0.000151448080000851 1996-10-03
"446" 0.0115598245781189 1996-10-04
"447" 0.00019963055805602 1996-10-07
"448" -0.00344263490876251 1996-10-08
"449" -0.00705917250819557 1996-10-09
