ENFORCEMENT_SPACE_CODE,LOCATION_DESCRIPTION,SITE_CODE,ACTIVE_STATUS,CAMERA_STATUS,START_DATE,END_DATE,DEVICE_MOBILITY,ENFORCEMENT_TYPE,SPEED_LIMIT,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,OBJECTID,GLOBALID,WARD,ANC,SMD
ATE 0585,CONNECTICUT AVE S/B @ FLORIDA AVE N,2209,Active,Live,2024/04/26 04:00:00+00,,,Red Light,25,38.91461,-77.0464,395976.09609107,138527.29016187,152288,{27076D15-FE25-778E-E063-782F520A63DA},2.0,2D,2D02
ATE 0586,BLADENSBURG RD S/B @ 17TH ST NE,2509,Active,Live,2024/04/26 04:00:00+00,,,Red Light,30,38.90712,-76.97901,401820.75766385,137695.02515356,152289,{27076D15-FE26-778E-E063-782F520A63DA},5.0,5D,5D08
ATE 0588,SOUTHEAST BLVD W/B @ 11TH ST SE,2802,Active,Live,2024/04/26 04:00:00+00,,,Red Light,30,38.87796,-76.99103,400778.51870167,134457.86529301,152290,{27076D15-FE27-778E-E063-782F520A63DA},6.0,6B,6B08
ATE 0589,500 BLK MASSCHUESETTS AVE NW E/B,1210,Active,Live,2024/04/30 04:00:00+00,,,Speed,25,38.9012,-77.01919,398335.59963722,137037.82307452,152291,{27076D15-FE28-778E-E063-782F520A63DA},2.0,2C,2C01
ATE 0590,5400 BLK GEORGIA AVE NW N/B,1420,Active,Live,2024/04/30 04:00:00+00,,,Speed,30,38.95519,-77.02783,397587.97268229,143031.36859223,152292,{27076D15-FE29-778E-E063-782F520A63DA},4.0,4D,4D03
ATE 0591,16TH ST S/B @ COLORADO AVE NW,2403,Active,Live,2024/04/10 04:00:00+00,,,Red Light,30,38.952871,-77.036506,396835.86242542,142774.2034776,152293,{27076D15-FE2A-778E-E063-782F520A63DA},4.0,4E,4E06
ATE 0592,MILITARY RD W/B @ 14TH ST NW,2405,Active,Live,2023/10/03 04:00:00+00,,,Red Light,30,38.9619,-77.03248,397185.19092477,143776.37352562,152294,{27076D15-FE2B-778E-E063-782F520A63DA},4.0,4E,4E02
ATE 0593,NEW YORK AVE SW/B @ N CAPITOL ST NE,2507,Active,Live,2024/03/30 04:00:00+00,,,Red Light,25,38.907655,-77.008544,399259.12616769,137754.23994203,152295,{27076D15-FE2C-778E-E063-782F520A63DA},5.0,5F,5F07
ATE 0594,SUITLAND PKWY W/B @ STANTON RD SE,2801,Active,Live,2024/02/12 05:00:00+00,,,Red Light,35,38.853598,-76.983005,401475.35655021,131753.60369394,152296,{27076D15-FE2D-778E-E063-782F520A63DA},8.0,8B,8B03
ATE 0595,14TH ST N/B @ K ST NW,2207,Active,Live,2023/12/13 05:00:00+00,,,Red Light,25,38.902016,-77.031839,397238.42681192,137128.71230263,152297,{27076D15-FE2E-778E-E063-782F520A63DA},2.0,2C,2C01
ATE 0596,14TH ST S/B @ U ST NW,2222,Active,Live,2024/03/13 04:00:00+00,,,Red Light,25,38.917354,-77.03208,397218.12050583,138831.36309989,152298,{27076D15-FE2F-778E-E063-782F520A63DA},1.0,1B,1B07
ATE 0597,BLADENSBURG RD N/B @ NY AVE NE,2503,Active,Live,2024/01/30 05:00:00+00,,,Red Light,30,38.916913,-76.972671,402370.24658594,138782.27424388,152299,{27076D15-FE30-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0598,BRANCH AVE N/B @ ALABAMA AVE SE,2703,Active,Live,2024/03/20 04:00:00+00,,,Red Light,25,38.861601,-76.958863,403570.48829777,132642.66123684,152300,{27076D15-FE31-778E-E063-782F520A63DA},7.0,7B,7B06
ATE 0599,CONNECTICUT AVE N/B @ MILITARY NW,2310,Active,Live,2024/03/13 04:00:00+00,,,Red Light,30,38.960722,-77.072996,393673.62296883,143647.6333144,152301,{27076D15-FE32-778E-E063-782F520A63DA},3.0,3/,3/4G07
ATE 0600,CONNECTICUT AVE S/B @ PORTER ST NW,2304,Active,Live,2023/12/15 05:00:00+00,,,Red Light,30,38.937157,-77.059541,394838.06137658,141030.86004935,152302,{27076D15-FE33-778E-E063-782F520A63DA},3.0,3C,3C05
ATE 0601,E CAPITOL ST E/B @ TEXAS AVE SE,2706,Active,Live,2023/09/29 04:00:00+00,,,Red Light,30,38.88957,-76.93812,405368.67968779,135748.4455802,152303,{27076D15-FE34-778E-E063-782F520A63DA},7.0,7E,7E07
ATE 0602,E CAPITOL ST W/B @ BENNING RD NE,2701,Active,Live,2024/03/29 04:00:00+00,,,Red Light,30,38.889844,-76.937066,405460.10008098,135778.92421703,152304,{27076D15-FE35-778E-E063-782F520A63DA},7.0,7F,7F04
ATE 0603,GEORGIA AVE S/B @ MISSOURI AVE NW,2404,Active,Live,2024/03/14 04:00:00+00,,,Red Light,30,38.961671,-77.02809,397565.65812719,143750.82616916,152305,{27076D15-FE36-778E-E063-782F520A63DA},4.0,4A,4A06
ATE 0604,K ST W/B @ 25TH ST NW,2211,Active,Live,2024/03/06 05:00:00+00,,,Red Light,25,38.902613,-77.052564,395440.74974538,137195.81519111,152306,{27076D15-FE37-778E-E063-782F520A63DA},2.0,2A,2A09
ATE 0605,N CAPITOL ST N/B @ HAREWOOD RD NE,2504,Active,Live,2024/03/15 04:00:00+00,,,Red Light,40,38.942018,-77.008043,399302.91634012,141568.82103474,152307,{27076D15-FE38-778E-E063-782F520A63DA},5.0,5A,5A05
ATE 0606,N CAPITOL ST N/B @ RIGGS RD NE,2402,Active,Live,2024/03/20 04:00:00+00,,,Red Light,50,38.954459,-77.008949,399224.50812252,142949.89120814,152308,{27076D15-FE39-778E-E063-782F520A63DA},5.0,5A,5A07
ATE 0607,N CAPITOL ST S/B @ GALLATIN ST NW,2401,Active,Live,2024/03/16 04:00:00+00,,,Red Light,30,38.952473,-77.009143,399207.67057814,142729.42879409,152309,{27076D15-FE3A-778E-E063-782F520A63DA},4.0,4D,4D08
ATE 0608,NEBRASKA AVE NE/B @ FESSENDEN ST NW,2303,Active,Live,2024/03/18 04:00:00+00,,,Red Light,30,38.954437,-77.071708,393784.70584434,142949.85226691,152310,{27076D15-FE3B-778E-E063-782F520A63DA},3.0,3F,3F06
ATE 0609,NY AVE E/B @ BLADENSBURG RD NE,2502,Active,Live,2024/02/08 05:00:00+00,,,Red Light,35,38.917173,-76.973158,402328.0038643,138811.12388019,152311,{27076D15-FE3C-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0700,PENNSYLVANIA AVE W/B @ MINNESOTA SE,2702,Active,Live,2024/04/10 04:00:00+00,,,Red Light,30,38.87332,-76.97031,402576.57399026,133943.17108874,152312,{27076D15-FE3D-778E-E063-782F520A63DA},7.0,7B,7B03
ATE 0701,RHODE ISLAND AVE SW/B @ REED ST NE,2506,Active,Live,2024/03/28 04:00:00+00,,,Red Light,30,38.92223,-76.993487,400564.97271467,139372.17127268,152313,{27076D15-FE3E-778E-E063-782F520A63DA},5.0,5B,5B04
ATE 0702,S DAKOTA SE/B @ BLADENSBURG RD NE,2307,Active,Live,2023/10/28 04:00:00+00,,,Red Light,25,38.925357,-76.96553,402989.18357794,139719.83889,152314,{27076D15-FE3F-778E-E063-782F520A63DA},5.0,5C,5C02
ATE 0703,WISCONSIN AVE N/B @ BRANDYWINE NW,2302,Active,Live,2024/03/01 05:00:00+00,,,Red Light,30,38.949345,-77.080185,393049.44313674,142385.20559486,152315,{27076D15-FE40-778E-E063-782F520A63DA},3.0,3E,3E05
ATE 0704,1400 BLK BLADENSBURG RD NE N/B,1560,Active,Live,2024/07/17 04:00:00+00,,,Speed,25,38.90975,-76.97701,401994.15451856,137987.01839334,152316,{27076D15-FE41-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0705,1100 BLK BLADENSBURG RD NE NE/B,1547,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.90418,-76.98055,401687.25500418,137368.63174623,152317,{27076D15-FE42-778E-E063-782F520A63DA},5.0,5D,5D06
ATE 0706,1100 BLK BLADENSBURG RD NE SW/B,1548,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.90433,-76.9808,401665.56681188,137385.2783676,152318,{27076D15-FE43-778E-E063-782F520A63DA},5.0,5D,5D06
ATE 0707,3600 BLK ALABAMA AVE SE NE/B,1759,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.86423,-76.95499,403906.4841389,132934.65793497,152319,{27076D15-FE44-778E-E063-782F520A63DA},7.0,7B,7B02
ATE 0708,1300 blk 4th St SW n/b,1613,Retired,Idle,2024/08/21 04:00:00+00,,,Speed,25,,,,,152320,{27076D15-FE45-778E-E063-782F520A63DA},,,
ATE 0247,3900 BLK E CAPITOL ST SE E/B,1712,Active,Live,2024/03/06 05:00:00+00,,,Speed,35,38.889791,-76.945238,404751.13211696,135772.58379095,152321,{27076D15-FE46-778E-E063-782F520A63DA},7.0,7F,7F02
ATE 0248,3900 BLK GEORGIA AVE NW S/B,1419,Active,Live,2024/03/30 04:00:00+00,,Fixed,Speed,30,38.93959,-77.02472,397857.06834126,141299.5510714,152322,{27076D15-FE47-778E-E063-782F520A63DA},4.0,4C,4C02
ATE 0250,3900 BLK PENNSYLVANIA AVE SE SE/B,9610,Retired,Idle,2013/02/02 05:00:00+00,,,Speed,30,,,,,152323,{27076D15-FE48-778E-E063-782F520A63DA},,,
ATE 0251,3900 BLK SOUTH DAKOTA AVE NE NW/B,9561,Retired,Idle,2023/01/23 05:00:00+00,,,Speed,25,,,,,152324,{27076D15-FE49-778E-E063-782F520A63DA},,,
ATE 0253,3900 BLK SOUTHERN AVE SE NE/B,1730,Active,Live,2023/12/18 05:00:00+00,,Portable,Speed,25,38.862704,-76.947945,404517.99747939,132765.58587817,152325,{27076D15-FE4A-778E-E063-782F520A63DA},,,
ATE 0254,3RD ST N/B @ HAMILTON ST NW,3505,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,20,38.952926,-77.015867,398624.84274368,142779.79576189,152326,{27076D15-FE4B-778E-E063-782F520A63DA},4.0,4D,4D08
ATE 0255,3RD ST S/B @ NEW YORK AVE NW,24,Retired,Idle,2019/07/11 04:00:00+00,,,Red Light,25,,,,,152327,{27076D15-FE4C-778E-E063-782F520A63DA},,,
ATE 0256,3RD ST TUNNEL NW N/B BY MA AVE,1601,Active,Live,2024/03/27 04:00:00+00,,,Speed,45,38.896269,-77.014127,398774.69161977,136490.36263871,152328,{27076D15-FE4D-778E-E063-782F520A63DA},6.0,6E,6E08
ATE 0257,3RD ST TUNNEL NW S/B BY 3RD ST,1604,Active,Live,2024/03/25 04:00:00+00,,,Speed,45,38.902634,-77.014855,398711.65378902,137196.93846354,152329,{27076D15-FE4E-778E-E063-782F520A63DA},6.0,6E,6E03
ATE 0258,400 BLK FLORIDA AVE NW NW/B,1117,Active,Live,2024/01/03 05:00:00+00,,Portable,Speed,25,38.914392,-77.017441,398487.59188523,138502.21211444,152330,{27076D15-FE4F-778E-E063-782F520A63DA},1.0,1B,1B01
ATE 0259,400 BLK IRVING ST NW E/B,9430,Retired,Idle,2024/06/11 04:00:00+00,,,Speed,25,,,,,152331,{27076D15-FE50-778E-E063-782F520A63DA},,,
ATE 0260,400 BLK RHODE ISLAND AVE NW E/B,1503,Active,Live,2023/08/05 04:00:00+00,,,Speed,25,38.913125,-77.019233,398332.14864081,138361.5958606,152332,{27076D15-FE51-778E-E063-782F520A63DA},2.0,2G,2G03
ATE 0261,400 BLK RIGGS ROAD NE N/B,9515,Retired,Idle,2014/09/11 04:00:00+00,,,Speed,25,,,,,152333,{27076D15-FE52-778E-E063-782F520A63DA},,,
ATE 0263,4000 BLK 12TH ST NE S/B,8613,Retired,Idle,2013/10/05 04:00:00+00,,,Speed,25,,,,,152334,{27076D15-FE53-778E-E063-782F520A63DA},,,
ATE 0264,4000 BLK EAST CAPITOL ST NE W/B,1713,Active,Live,2024/03/20 04:00:00+00,,,Speed,35,38.8898,-76.94525,404750.09044285,135773.58223647,152335,{27076D15-FE54-778E-E063-782F520A63DA},7.0,7F,7F02
ATE 0265,4000 BLK WHEELER ROAD SE N/B,1810,Active,Live,2023/12/22 05:00:00+00,,,Speed,25,38.834511,-76.990939,400786.89345528,129634.71608028,152336,{27076D15-FE55-778E-E063-782F520A63DA},8.0,8E,8E04
ATE 0267,4100 BLK S DAKOTA AVE NE SE/B,8511,Retired,Idle,2014/05/13 04:00:00+00,,,Speed,25,,,,,152337,{27076D15-FE56-778E-E063-782F520A63DA},,,
ATE 0268,4100 BLK SOUTHERN AVE SE SW/B,8654,Retired,Idle,2021/08/27 04:00:00+00,,,Speed,25,,,,,152338,{27076D15-FE57-778E-E063-782F520A63DA},,,
ATE 0272,4200 BLK EASTERN AVE NE SE/B,1520,Active,Live,2024/03/06 05:00:00+00,,,Speed,25,38.9652,-77.00196,399830.32366111,144142.20528309,152339,{27076D15-FE58-778E-E063-782F520A63DA},4.0,4B,4B10
ATE 0274,4200 BLK MLK JR AVE SW S/B,1823,Active,Live,2024/03/30 04:00:00+00,,Portable,Speed,25,38.828546,-77.012674,398899.69313313,128972.59843901,152340,{27076D15-FE59-778E-E063-782F520A63DA},8.0,8D,8D07
ATE 0278,4200 BLK SOUTHERN AVE SE NE/B,1710,Active,Live,2024/03/06 05:00:00+00,,,Speed,25,38.868868,-76.940087,405199.53781876,133450.25315554,152341,{27076D15-FE5A-778E-E063-782F520A63DA},7.0,7B,7B08
ATE 0280,4200 BLK VAN NESS ST NW W/B,8298,Retired,Idle,2016/04/20 04:00:00+00,,,Truck Restriction,25,,,,,152342,{27076D15-FE5B-778E-E063-782F520A63DA},,,
ATE 0281,4300 BLK LIVINGSTON RD SE N/B,8725,Retired,Idle,2017/10/04 04:00:00+00,,,Speed,25,,,,,152343,{27076D15-FE5C-778E-E063-782F520A63DA},,,
ATE 0282,4300 BLK LIVINGSTON RD SE S/B,8724,Retired,Idle,2017/09/25 04:00:00+00,,,Speed,25,,,,,152344,{27076D15-FE5D-778E-E063-782F520A63DA},,,
ATE 0283,4300 BLK RESERVOIR RD NW E/B,1304,Active,Live,2023/09/06 04:00:00+00,,,Speed,25,38.91266,-77.08175,392910.13604605,138312.9760422,152345,{27076D15-FE5E-778E-E063-782F520A63DA},3.0,3D,3D07
ATE 0284,4300 BLK SOUTH CAPITOL ST SW S/B,1803,Active,Live,2024/03/30 04:00:00+00,,,Speed,30,38.82727,-77.00774,399328.10396673,128830.90604543,152346,{27076D15-FE5F-778E-E063-782F520A63DA},8.0,8D,8D06
ATE 0285,4300 BLK TEXAS AVE SE S/B,1754,Active,Live,2024/03/01 05:00:00+00,,,Speed,25,38.881732,-76.943708,404884.42080413,134878.05353203,152347,{27076D15-FE60-778E-E063-782F520A63DA},7.0,7F,7F05
ATE 0287,4400 BLK MLK JR AVE SW S/B,1807,Active,Live,2023/12/22 05:00:00+00,,,Speed,25,38.826145,-77.012679,398899.22195589,128706.07156395,152348,{27076D15-FE61-778E-E063-782F520A63DA},8.0,8D,8D07
ATE 0289,4400 BLK S DAKOTA AVE NE SE/B,8514,Retired,Idle,2017/11/06 05:00:00+00,,,Speed,25,,,,,152349,{27076D15-FE62-778E-E063-782F520A63DA},,,
ATE 0290,4400 BLK TEXAS AVE SE N/B,1755,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.883694,-76.94131,405092.34575908,135095.98153443,152350,{27076D15-FE63-778E-E063-782F520A63DA},7.0,7E,7E07
ATE 0291,4500 BLK BENNING RD SE SE/B,1728,Active,Live,2023/12/30 05:00:00+00,,Fixed,Speed,25,38.88851,-76.93714,405453.78208952,135630.8354504,152351,{27076D15-FE64-778E-E063-782F520A63DA},7.0,7E,7E07
ATE 0293,4500 BLK RIVER RD NW SE/B,9218,Retired,Idle,2022/06/15 04:00:00+00,,,Speed,25,,,,,152352,{27076D15-FE65-778E-E063-782F520A63DA},,,
ATE 0294,4600 BLK ARKANSAS AVE NW SW/B,8423,Retired,Idle,2023/03/07 05:00:00+00,,,Speed,25,,,,,152353,{27076D15-FE66-778E-E063-782F520A63DA},,,
ATE 0296,EASTERN AVE NW/B @ N GATE RD NW,8435,Retired,Idle,2016/07/26 04:00:00+00,,,Stop Sign,25,,,,,152354,{27076D15-FE67-778E-E063-782F520A63DA},,,
ATE 0297,4600 BLK MASSACHUSETTS AVE NW NW/B,1307,Active,Live,2024/01/26 05:00:00+00,,,Speed,30,38.94221,-77.09173,392047.88272123,141594.09956014,152355,{27076D15-FE68-778E-E063-782F520A63DA},3.0,3E,3E06
ATE 0298,4600 BLK N H BURROUGHS AVE NE NW/B,8628,Retired,Idle,2014/09/05 04:00:00+00,,,Speed,25,,,,,152356,{27076D15-FE69-778E-E063-782F520A63DA},,,
ATE 0300,4600 BLK TEXAS AVE SE N/B,1729,Active,Live,2023/12/30 05:00:00+00,,Fixed,Speed,25,38.88669,-76.94047,405165.01036079,135428.60773028,152357,{27076D15-FE6A-778E-E063-782F520A63DA},7.0,7E,7E07
ATE 0301,4700 BLK B ST SE NW/B,8647,Retired,Idle,2019/04/26 04:00:00+00,,,Speed,25,,,,,152358,{27076D15-FE6B-778E-E063-782F520A63DA},,,
ATE 0302,4700 BLK EASTERN AVE NE SE/B,8445,Retired,Idle,2021/09/16 04:00:00+00,,,Speed,25,,,,,152359,{27076D15-FE6C-778E-E063-782F520A63DA},,,
ATE 0303,4700 BLK MACARTHUR BLVD NW S/B,1308,Active,Live,2024/04/01 04:00:00+00,,,Speed,25,38.91414,-77.09256,391972.76848836,138478.16329029,152360,{27076D15-FE6D-778E-E063-782F520A63DA},3.0,3D,3D06
ATE 0304,4700 BLK RESERVOIR RD NW SE/B,1303,Active,Live,2024/03/25 04:00:00+00,,,Speed,25,38.91421,-77.09058,392144.4948846,138485.76161396,152361,{27076D15-FE6E-778E-E063-782F520A63DA},3.0,3D,3D06
ATE 0306,4700 BLK SOUTHERN AVE SE NE/B,8657,Retired,Idle,2021/08/27 04:00:00+00,,,Speed,25,,,,,152362,{27076D15-FE6F-778E-E063-782F520A63DA},,,
ATE 0308,4800 BLK BENNING RD SE NW/B,1725,Active,Live,2023/11/25 05:00:00+00,,Fixed,Speed,30,38.88214,-76.93335,405783.11039493,134923.94979072,152363,{27076D15-FE70-778E-E063-782F520A63DA},7.0,7E,7E04
ATE 0001,100 BLK 49TH ST NE N/B,8652,Retired,Idle,2021/02/04 05:00:00+00,,,Speed,25,,,,,152364,{27076D15-FE71-778E-E063-782F520A63DA},,,
ATE 0002,100 BLK BRYANT ST NW W/B,9563,Retired,Idle,2024/06/08 04:00:00+00,,Portable,Speed,25,,,,,152365,{27076D15-FE72-778E-E063-782F520A63DA},,,
ATE 0003,100 BLK FLORIDA AVE NW NW/B,9399,Retired,Idle,2022/09/13 04:00:00+00,,,Speed,25,,,,,152366,{27076D15-FE73-778E-E063-782F520A63DA},,,
ATE 0004,100 BLK FLORIDA AVE NW SE/B,9301,Retired,Idle,2014/06/23 04:00:00+00,,,Speed,25,,,,,152367,{27076D15-FE74-778E-E063-782F520A63DA},,,
ATE 0008,100 BLK MICHIGAN AVE NW E/B,1112,Active,Live,2023/09/20 04:00:00+00,,,Speed,25,38.92626,-77.01436,398755.00302176,139819.61329639,152368,{27076D15-FE75-778E-E063-782F520A63DA},1.0,1E,1E05
ATE 0011,1000 BLK FLORIDA AVE NE NW/B,8538,Retired,Idle,2019/08/24 04:00:00+00,,,Speed,25,,,,,152369,{27076D15-FE76-778E-E063-782F520A63DA},,,
ATE 0012,1000 BLK U ST NW E/B,1109,Active,Live,2023/12/01 05:00:00+00,,Fixed,Speed,25,38.91694,-77.02656,397696.81665768,138785.25188724,152370,{27076D15-FE77-778E-E063-782F520A63DA},1.0,1B,1B02
ATE 0013,10TH ST N/B @ GIRARD ST NE,8518,Retired,Idle,2019/05/30 04:00:00+00,,,Stop Sign,25,,,,,152371,{27076D15-FE78-778E-E063-782F520A63DA},,,
ATE 0015,1100 BLK 17TH ST NE S/B,9514,Retired,Idle,2022/10/17 04:00:00+00,,,Speed,25,,,,,152372,{27076D15-FE79-778E-E063-782F520A63DA},,,
ATE 0016,1100 BLK 4TH ST NE S/B,8199,Retired,Idle,2015/01/22 05:00:00+00,,,Truck Restriction,25,,,,,152373,{27076D15-FE7A-778E-E063-782F520A63DA},,,
ATE 0019,1100 BLK BLADENSBURG RD NE SW/B,9502,Retired,Idle,2012/09/14 04:00:00+00,,Fixed,Speed,25,,,,,152374,{27076D15-FE7B-778E-E063-782F520A63DA},,,
ATE 0020,1100 BLK FLORIDA AVE NE NW/B,1511,Retired,Idle,2024/08/29 04:00:00+00,,,Speed,25,,,,,152375,{27076D15-FE7C-778E-E063-782F520A63DA},,,
ATE 0021,1100 BLK MICHIGAN AVE NE W/B,1509,Active,Live,2024/04/01 04:00:00+00,,,Speed,25,38.93832,-76.99086,400792.59899518,141158.31934102,152376,{27076D15-FE7D-778E-E063-782F520A63DA},5.0,5B,5B05
ATE 0022,1100 BLK NORTH CAPITOL ST NE N/B,1609,Active,Live,2024/01/23 05:00:00+00,,Fixed,Speed,25,38.90372,-77.00893,399225.60389623,137317.42624846,152377,{27076D15-FE7E-778E-E063-782F520A63DA},6.0,6E,6E07
ATE 0023,11TH ST N/B @ LAMONT ST NW,8308,Retired,Idle,2021/06/28 04:00:00+00,,,Stop Sign,25,,,,,152378,{27076D15-FE7F-778E-E063-782F520A63DA},,,
ATE 0026,1200 BLK BRANCH AVE SE S/B,1735,Active,Live,2024/03/30 04:00:00+00,,Portable,Speed,25,38.874876,-76.961155,403370.93737555,134116.19692196,152379,{27076D15-FE80-778E-E063-782F520A63DA},7.0,7B,7B04
ATE 0031,1200 BLK MT OLIVET RD NE NW/B,8510,Retired,Idle,2020/06/09 04:00:00+00,,,Speed,25,,,,,152380,{27076D15-FE81-778E-E063-782F520A63DA},,,
ATE 0032,1200 BLK TAYLOR ST NE E/B,8596,Retired,Idle,2021/07/22 04:00:00+00,,,Truck Restriction,25,,,,,152381,{27076D15-FE82-778E-E063-782F520A63DA},,,
ATE 0033,1200 BLK TAYLOR ST NE W/B,8599,Retired,Idle,2016/08/28 04:00:00+00,,,Truck Restriction,25,,,,,152382,{27076D15-FE83-778E-E063-782F520A63DA},,,
ATE 0034,12TH ST N/B @ CONSTITUTION AVE NW,2220,Active,Live,2024/03/13 04:00:00+00,,,Red Light,30,38.891759,-77.027981,397572.7260763,135989.99434851,152383,{27076D15-FE84-778E-E063-782F520A63DA},2.0,2C,2C03
ATE 0035,12TH ST N/B @ OTIS ST NE,3504,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.934023,-76.991205,400762.73438984,140681.31187325,152384,{27076D15-FE85-778E-E063-782F520A63DA},5.0,5B,5B04
ATE 0037,1300 BLK 9TH ST NW S/B,1204,Active,Live,2024/03/30 04:00:00+00,,,Speed,25,38.90868,-77.02406,397913.38308308,137868.26365197,152385,{27076D15-FE86-778E-E063-782F520A63DA},2.0,2G,2G02
ATE 0038,1300 BLK EASTERN AVE NE NW/B,1711,Active,Live,2024/03/20 04:00:00+00,,,Speed,25,38.907838,-76.928364,406213.48488253,137776.95745409,152386,{27076D15-FE87-778E-E063-782F520A63DA},7.0,7C,7C07
ATE 0039,1300 BLK FRANKLIN ST NE E/B,8540,Retired,Idle,2017/10/02 04:00:00+00,,,Speed,25,,,,,152387,{27076D15-FE88-778E-E063-782F520A63DA},,,
ATE 0040,1300 BLK H ST NE E/B,1602,Active,Live,2024/03/16 04:00:00+00,,,Speed,25,38.900142,-76.987204,401110.15809874,136920.27937709,152388,{27076D15-FE89-778E-E063-782F520A63DA},6.0,6A,6A06
ATE 0041,1300 BLK INDEPENDENCE AVE SE E/B,8198,Retired,Idle,2017/01/26 05:00:00+00,,,Truck Restriction,25,,,,,152389,{27076D15-FE8A-778E-E063-782F520A63DA},,,
ATE 0042,1300 BLK MISSOURI AVE NW E/B,1418,Active,Live,2023/11/25 05:00:00+00,,Fixed,Speed,30,38.961689,-77.031669,397255.47100891,143752.92587006,152390,{27076D15-FE8B-778E-E063-782F520A63DA},4.0,4E,4E02
ATE 0043,1300 BLK NEW JERSEY AVE NW N/B,1605,Active,Live,2024/04/01 04:00:00+00,,,Speed,25,38.90773,-77.01549,398656.66948172,137762.6448723,152391,{27076D15-FE8C-778E-E063-782F520A63DA},5.0,5E,5E01
ATE 0044,1300 BLK RHODE ISLAND AVE NE E/B,1533,Active,Live,2024/02/09 05:00:00+00,,Fixed,Speed,30,38.92411,-76.98651,401169.96509431,139580.93345344,152392,{27076D15-FE8D-778E-E063-782F520A63DA},5.0,5C,5C06
ATE 0045,1300 BLK RHODE ISLAND AVE NE W/B,1534,Active,Live,2024/02/09 05:00:00+00,,Fixed,Speed,30,38.92431,-76.98687,401138.74467146,139603.13059927,152393,{27076D15-FE8E-778E-E063-782F520A63DA},5.0,5B,5B03
ATE 0046,1300 BLK W ST NW E/B,8399,Retired,Idle,2016/07/28 04:00:00+00,,,Truck Restriction,25,,,,,152394,{27076D15-FE8F-778E-E063-782F520A63DA},,,
ATE 0048,13TH ST N/B @ GIRARD ST NW,3101,Active,Live,2024/01/14 05:00:00+00,,Fixed,Stop Sign,25,38.9254,-77.029789,397417.09377914,139724.46951795,152395,{27076D15-FE90-778E-E063-782F520A63DA},1.0,1A,1A09
ATE 0049,13TH ST N/B @ LONGFELLOW ST NW,3409,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,25,38.956796,-77.029766,397420.22466677,143209.70223306,152396,{27076D15-FE91-778E-E063-782F520A63DA},4.0,4E,4E01
ATE 0050,13TH ST N/B @ QUINCY ST NW,3407,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.937312,-77.029786,397417.78540401,141046.80420498,152397,{27076D15-FE92-778E-E063-782F520A63DA},4.0,4C,4C04
ATE 0052,13TH ST S/B @ MADISON ST NW,3405,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.958785,-77.029773,397419.68995941,143430.49971552,152398,{27076D15-FE93-778E-E063-782F520A63DA},4.0,4E,4E01
ATE 0053,13TH ST S/B @ RANDOLPH ST NW,3802,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.938989,-77.02963,397431.37079299,141232.96151145,152399,{27076D15-FE94-778E-E063-782F520A63DA},4.0,4C,4C02
ATE 0054,1400 BLK BLADENSBURG RD NE S/B,1559,Active,Live,2024/07/17 04:00:00+00,,,Speed,25,38.90993,-76.97729,401969.86459147,138006.9937889,152400,{27076D15-FE95-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0055,1400 BLK E CAPITOL ST NE W/B,9111,Retired,Idle,2023/02/05 05:00:00+00,,,Speed,25,,,,,152401,{27076D15-FE96-778E-E063-782F520A63DA},,,
ATE 0057,1400 BLK KENILWORTH AVE NE S/B,1717,Active,Live,2024/04/04 04:00:00+00,,,Speed,25,38.910061,-76.936426,405514.0611716,138023.2107362,152402,{27076D15-FE97-778E-E063-782F520A63DA},7.0,7D,7D01
ATE 0058,1400 BLK MORRIS ROAD SE NW/B,1819,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.85961,-76.98706,401123.28686627,132420.92104585,152403,{27076D15-FE98-778E-E063-782F520A63DA},8.0,8A,8A04
ATE 0060,1400 BLK PENNSYLVANIA AVE SE NW/B,1608,Active,Live,2024/01/23 05:00:00+00,,Fixed,Speed,25,38.88008,-76.98435,401358.10628481,134693.27951524,152404,{27076D15-FE99-778E-E063-782F520A63DA},6.0,6B,6B09
ATE 0061,1400 BLK S CAPITOL ST SE N/B,8129,Retired,Idle,2016/04/13 04:00:00+00,,,Speed,25,,,,,152405,{27076D15-FE9A-778E-E063-782F520A63DA},,,
